,movieName,Metascore_w,Author,AuthorHref,Date,Summary,InteractionsYesCount,InteractionsTotalCount,InteractionsThumbUp,InteractionsThumbDown,sentiment_tuple,sentiment_polarity,sentiment_subjectivity,rel_sent,abs_sent
5380,moonlight-2016,6,GreatMartin,/user/GreatMartin,"Nov 12, 2016","[ ""Once again I think I fell for the hype and found myself disappointed in a movie when I actually saw it. “Moonlight” is not your ordinary movie in that it tackles the subject of a Gay, Black 9 year old kid/teenager/adult as he goes through discovering who he is. It is not a ‘Gay’ and/or ‘Black’movie meant only for a minority as it gets into the many feelings all human beings go through."", ""Chiron (Alex Hibbart as the 9 year old, Ashton Sanders, the teenager and Trevante Rhodes as the adult) goes from being an alienated, bullied boy to a muscled drug dealer who nobody fools with and in a way has followed the path of his mentor and surrogate father, Juan (Mahershala Ali), who taught the kid how to swim and discover himself."", ""We also meet his friend Kevin (played at the three same stages as Chiron by Jadin Piner, Jharrel Jerome and Andre Holland), his mother (Naomie Harris) and Juan’s girlfriend (Janelle Monae) who offers Chiron a place to stay whenever he needs one."", ""Chiron, as many gay kids, of any color, becomes a loner, is beaten up by schoolmates and accepts whatever kindness he receives. It was interesting following his path and where it goes. The scene in the diner is a love story unto itself though nothing is said about love except for a record playing on the jukebox."", ""The film failed me in that certain sections the jargon, vernacular, made it difficult for me to hear what was being said though I understood what was being done just as I didn’t quite understand the relationship between Juan and Chiron and how it became about and took the turn it did. Also a few very interesting characters just disappear from the film. I wasn’t aware the N word was used so much between Blacks as it is here at a certain level."", ""All 3 actors playing Chiron are outstanding as is the oldest Kevin. The arch of Chiron’s life holds your interest though at times moves too slowly. Ali’s Juan is an imposing figure and the two women, Harris and Monae, especially the former are strong in their portrayals. The direction and screenplay by Barry Jenkins, based on his life, tackles a rarely told story in the movies but it is also about loneliness and trying to answer the question “Who am I?”  Some scenes are held too long, others don’t finish the thoughts being expressed. There are two powerful scenes I don’t think I will forget though they may go over the heads of others."", ""I do recommend “Moonlight” but don’t go in with high expectations as I did and approach it as going to see a good film with a new story."" ]",10.0,21.0,10.0,11.0,"(0.11056752190898532, 0.4773350227008762)",0.11056752190898532,0.4773350227008762,inf,0.4773350227008762
5472,king-cobra,2,GreatMartin,/user/GreatMartin,"Nov 14, 2016","[ ""I am a big supporter of gay themed films and The Gateway Theatre that over the years have played many of them. I was happy when “Philadelphia” with Tom Hanks became a ‘cross-over’ film and though I didn’t like “Brokeback Mountain” I cheered when crowds filled the theatres to see it. Other movies like “Milk”, “A Single Man”, “Maurice”, “In & Out”, “Boys Don’t Cry”, just to name a few, were box office hits portraying real, believable, gay people that attracted all demographics to see them. This month “Moonlight” about a Black kid/teenager/man is seeing many people who ordinarily wouldn’t come to see a ‘Black’ and/or “Gay’ themed film."", ""This is a roundabout way for a review of “King Cobra” and a hope that it doesn’t become a crossover film—it wasn’t at the performance I attended. Supposedly based on a true story about a competition in the porn industry between 2 DOM (dirty old men for those who don’t know) and the twinkies they pursue. There is a lot of gratuitous nude butt shots and is basically soft core porn though tame compared what you can see on cable TV on Showtime/HBO, etc. And no frontal nudity in a film about porn?!?!"", ""Why is James Franco famous? I had to look up his credits to see where I might know him from and I think I saw him in Spiderman but I wouldn’t bet on it.  Luckily Christian Slater had a dynamite role in the new TV series “Mr. Robot” and has done a few good film roles before this because I have no idea why he made this film unless he needs money for one of his kid’s college education! What the heck are Alicia Silverstone and Molly Ringwald doing in these throw away roles?  Is it punishment for something? The less said about the younger actors the better and hopefully they will get out of the film business—porn or otherwise!"", ""Skip “King Cobra” and if you have gay friends tell them not to see it. Maybe The Gateway Theatre can get a good gay themed film soon and if anyone wants to see an excellent film about the porn industry rent “Boggie Nights” from 1997 which got Oscar nods for Julianne Moore and Burt Reynolds and shows Mark Wahlberg who knew how to play a twinkie porn star!"", ""(I GAVE IT 2 STARS FOR TWO OF THE BUTT SCENES--YOU CAN SEE BETTER BUTTS ON THE INTERNET!)"" ]",0.0,0.0,0.0,0.0,"(0.21313504947433523, 0.47696660482374764)",0.2131350494743353,0.4769666048237477,inf,0.4769666048237477
38135,admission,4,GreatMartin,/user/GreatMartin,"Apr  5, 2013","[ ""By a process of elimination--no desire to see “Jurassic Park in 3D”, “Evil Dead” or “G.I. Joe: Retaliation” we were left with “Admission”. I am a Paul Rudd fan, more about him later, but I publicly admit I am not familiar with Tina Fey. I stopped watching “SNL” years ago though I did catch her clever Palin imitation, I may have watched “30 Rock” here and there for a total of 30 minutes and I did watch the Golden Globes. I did see her in “Date Night” but my mind has blanked it out. It being Friday, movie day, “Admission” it was."", """", ""“Admission” is an easy going, pleasant forgettable movie. Whether it is suppose to be a romantic comedy between Tina Fey and Paul Rudd, and there is very little comedy while they have no romantic spark between them, instead coming across as brother and sister or good friends or it is suppose to be a satirical look at someone who holds the power of whether a person does or doesn’t get into Princeton, it fails all around. Tina Fey is a pretty woman at times while a minute later can look ordinary."", """", ""I am a big fan of Paul Rudd and just a few years ago looked at him as a ‘cutie’, a funny actor and someone who could be ‘the boy next door’ (if only LOL!) He has made many movies and doesn’t fear playing losers but of his movies, maybe 3 have been hits, with one due to him. He comes across warm in “Admission” as a father who adopts a Black boy and mentors a talented boy named Jeremiah while running a new school that sounds like one from the ‘60s. Rudd needs that one film that will break his competent acting but put him in the A group of stars where he belongs. And, Paul, please trim that head of hair!"", """", ""The script by Karen Croner covers too many agendas not giving importance to any of them. The director, Paul Weitz, has a good cast of supporting players like Michael Sheen as Tina’s long time companion, Wallace Shawn as her boss, Gloria Reuben as her work competitor but of all it is Lily Tomlin as her mother that steals every scene she is in and runs away with the movie. The main problem is that her role isn’t big enough. It is time a producer hires Jane Wagner to write a movie built around Tomlin’s many talents or, just as good a film with Tomlin and Fey as Mother and Daughter, who are quite believable in this film in those roles."", """", ""Hopefully Tina Fey will make a movie that will be as strong as her “SNL” and “30 Rock” writing and acting that has proven how talented she has been."" ]",0.0,2.0,0.0,2.0,"(0.1492689393939394, 0.47692424242424236)",0.1492689393939394,0.4769242424242424,inf,0.4769242424242424
15306,the-intern,5,GreatMartin,/user/GreatMartin,"Sep 25, 2015","[ ""Anne Hathaway glows in “The Intern” whether she is leading 200+ employees of a company she founded or getting drunk and throwing up into a dumpster or crying when she has been betrayed or any of the many emotions she experiences in this 2 hour movie. On the other hand it is time Robert De Niro gave up broad comedies as he is only repeating every movement and mugging face he has made since “Analyze This”, “Meet The Parents” and “Meet The Frockers”. He has made many comedies throughout his career but for the past decade and a half it seems he wants to be Jerry Lewis!"", """", ""For a comedy “The Intern” is only mildly amusing with the funniest scene having nothing to do with advancing the plot but a ’breaking and entering’ mission, which was written, and directed, by Nancy Meyers who has had success with previous films dealing with whether a woman can ‘have it all’. Most of the film was made in Brooklyn showing the New York borough as green and sparkling and having an empty parking spot for any in the cast of the film."", """", ""The various supporting characters from Anders Holm as Hathaway’s stay at home husband and dad to their very precocious daughter JoJo Kushner to Rene Russo as a love interest for De Niro--whew! No, not Hathaway! Among young employees in Hathaway’s company Peter Vack, Andrew Rannells, Nat Wolff along with Linda Lavin, Zack Pearlman and Christina Holtan and others do what they can with the material given them."", """", ""“The Intern” is a pleasant movie but drags in spots and touches on subjects without following through such as Hathaway’s relationship with her mother."", """", ""Oh yes I don’t ever remember seeing so many pillows on beds, decorative or utilitarian, whether in a home or a hotel!"" ]",0.0,0.0,0.0,0.0,"(0.1418560606060606, 0.4756313131313131)",0.1418560606060606,0.4756313131313131,inf,0.4756313131313131
29613,the-monuments-men,5,GreatMartin,/user/GreatMartin,"Feb  7, 2014","[ ""‘The Monuments Men’ is the type of ‘Hollywood movie’ that they don’t make anymore--for good reason. The film depends strictly on the charms of the actors which are many, there are no surprises and you are usually a couple of steps ahead of the screenwriters George Clooney and Grant Heslov,  which is based on a true story, and director George Clooney does bring one or two new shots to the screen Along with this the star George Clooney does one too many voiceovers. Would anyone be surprised to hear that George Clooney also produced this movie along with Grant Heslov?"", """", ""In my opinion if anyone has starred, co-wrote, co-produced and directed a film I would say it was exhibitionism but this is George Clooney, a good actor when need be and has proven himself as an director and has produced winners previously."", """", ""The film is about a group of men who get together to recapture an unaccountable amount of art stolen by the Nazis during WW2 and then was threatened to be confiscated by the Russian army. The 8 men are, of course, a rag-tag team but each is brilliant in their own way.  Frank Stokes (George Clooney) is a art historian who convinces President FDR to allocate money to get the stolen art and return it to the original owners. James Granger (Matt Damon) is the curator of the Metropolitan Museum of Art while Walter Garfield (John Goodman) is a sculptor. The other 5 men are French art dealer Jean Claude Clemont (Jean Dujardin), Donald Jeffries (Hugh Bonneville) an art expert, Sam Epstein (Dimitri Leonidas) a German Jew who Stokes enlists to be their driver and translator along with Preston Savitz (Bob Balaban) and Richard Cambell (Bill Murray) as an architect. Along the way Granger connects--no, not that way! Not that she didn’t want to!--with Claire Simone (Cate Blanchett) who is a Parisian and was in a position to keep meticulous records of where all the art works were sent by Hitler, for a future Fuhrer museum, and Goering who took them for his own collection."", """", ""There are no spoilers because whatever happens you have seen before. Would it really surprise you that someone (won’t say who as that might be a spoiler until 15 minutes into the movie) finds the piece of art they are searching for? The only big surprise and possible SPOILER is that Granger turns down Simone when an advance is made. How do you turn down baby faced, dimpled, gosh, gee Matt Damon?!"", """", ""The musical score by Alexandre Desplat would make any of the older Hollywood scorers proud with its pounding, ‘pay attention to what’s happening on screen’ score."", """", ""‘The Monuments Men’ is a movie for the fans of the actors, for those who remember how ‘they use to be made’ and for those who want to see what the old folks are talking about."" ]",2.0,2.0,2.0,0.0,"(0.2084415584415584, 0.4743686868686869)",0.2084415584415584,0.4743686868686869,inf,0.4743686868686869
2188,3-generations,6,GreatMartin,/user/GreatMartin,"May 12, 2017","[ ""“3 Generations” could have, would have and should have been a great movie if the director Gaby Dellal and Nikole Beckwith, who co-write the screenplay with Dellal, didn’t go off on a tangent instead of dealing with Elle Fanning’s character Ray, who was born Ramona, and has many obstacles with his transition."", ""His single mother Maggie, played by Naomi Watts, and Ray, live with her mother, Dodo, played by Susan Sarandon, and her longtime lover Frances, played by Linda Emond."", ""At the beginning of the movie we see Maggie trying to deal with Ray’s decision, struggling with what verbs to use, worried that after Ray goes through the change he may think he made a mistake plus having to put up with Dodo, an old time feminist, who believes Ray should stay Ramona and just be a lesbian. If the film had stuck with Ray’s story and the reaction of the two older generation it would have been an excellent film but instead it veers off to Maggie’s past and the complications that involves"", ""Ray’s father Craig, played by Tate Donovan, who hasn’t had anything to do with Ramona for more than a decade, now discovers his daughter needs his signature on the consent form to become his son. We also meet his brother Matthew, played by Sam Trammell, who was involved with them.  Throw in that Craig now haves another family with 3 kids and all of a sudden we turn from an involved story of a transgender person into a soap opera."", ""Maggie’s story is interesting but she deserves her own movie. This movie is only an hour and 27 minutes but it feels as if 3 hours was being packed into it."", ""Elle Fanning gives a very strong, believable performance as a transgender teenager who knows who he is and is willing to stand up for his decisions while Naomi Watts as his mother shows the perplexing problems a parent can go through while this is all taking place with an equally strong performance. As always Sarandon gives a dynamic performance while Linda Emond is very droll as the put upon lover. They are both wasted in the film as are Donovan and Trammell’s story lines ."", ""Television is way ahead of film regarding the issues and understandings of transgender while movies, aside from “Boys Don’t Cry” and “The Crying Game”, need to get serious on the subject."", ""“3 Generations” is a good start on transgender issues but it gets bogged down in what use to be called a ‘women’s film’. It is worth seeing for Fanning’s performance and for people who have no idea what transgender people are about and go through."" ]",0.0,0.0,0.0,0.0,"(0.18009354630044283, 0.47378762999452656)",0.18009354630044286,0.4737876299945266,inf,0.4737876299945266
44049,men-in-black-iii,5,GreatMartin,/user/GreatMartin,"May 26, 2012","[ ""When you walk into the movie theatre to see \""MIB3\"" you are not going to see a 'deep' film but to be entertained and \""MIB3\"" is entertaining--maybe mindless, but entertaining. It has been 15 years since the first \""Men in Black\"" and though it helps to have seen that for a better understanding about the relationship between agent J (Will Smith) and agent K (Tommy Lee Jones) it's not a necessity . It seems like every 2 minutes there is a new special effect and most are special along with many being funny."", ""The story in films like this really isn't that important but through a little twisting of events agent J uses a time machine to go back to 1969 and as he is told \""...not the best time for people of color \"". The villain, Boris the animal, (Jemaine Clement), who had his arm shot off many years before by agent K i s going back in time to change that course of history by killing the agent while agent J travels back in time to stop the young agent K (Josh Brolin) from shooting Boris's arm off and, of course, to stop the latter from blowing up the world, I think!"", ""Over the 15 years Tommy Lee Jones doesn't look a day older while Will Smith, going from 29 to 44, still looks good but older. They both do a good job with their characters. Jemaine Clement  hams it up as he should, especially since he has little ugly creatures coming out of all parts of his body. Josh Brolin should be a top star now, especially after his performances in \""Milk\"", \""American Gangster\"", \""W\"" and \""No Country For Old Men\"" that he really has shined in, and I think one more role will put him over the top. As a young Tommy Lee Jones he does a fantastic job, not imitating him, but being a young Tommy Lee Jones through voice, movements and attitudes."", ""Emma Thompson, as agent O, has a laugh out loud 1 minute bit that is a far cry from any other character she has played. She did remind me of Julie Andrews every time she was on screen. Her younger version is a perky Alice Eve and Michael Stuhlbarg, as Griffin, who can see what and/or will happen in the future and can bring moments like the Mets winning the championship to the present, is a hoot. Bill Hader has a cameo shot as Andy Warhol."", ""We are in 1969, when the first moon landing takes place, and all you can do is put aside any logic on what's happening in the movie and enjoy the place and time."", ""\""Men In Black 3\"" is one of those movies that you will enjoy, and forget as you walk out of the movie house."" ]",0.0,1.0,0.0,1.0,"(0.20137379627175547, 0.47375651559325027)",0.20137379627175547,0.4737565155932503,inf,0.4737565155932503
34421,fast-furious-6,4,GreatMartin,/user/GreatMartin,"May 24, 2013","[ ""Most action movies ask you to leave your logic at the door but “Fast and Furious 6” also asks you to check your brains there--if you really want to enjoy it. Having never seen the other 5 chapters I don’t know if the crashed car count has been as high in this one but there is no way you can keep count of how many go flying, turn over, crash into others along with other ways to end a cars life. You just have to laugh out loud at how the good guys and gals do all sorts of crazy things with their cars and then just drive off as if nothing happened."", """", ""Two of the wildest people scenes are when a guys is twisted every which way and he then sits down and starts working on a computer and the other has to be seen showing two people going through the air for many feet, crash onto the windshield break it and walk away without a scratch! The audience just hooted and hollered."", """", ""There is somewhat of a plot but you know what will happen as soon as you see the villain with his pencil thin mustache, Luke Evans as Owen Shaw, who wants to dominate the world. His main competition for screen time are the huge arms of  Dwayne Johnson which almost seem reluctant to make room for anyone or anything else  in one scene after another. The cast is more than up to what is required of them in the acting department with Michelle Rodriguez believable as Letty who has amnesia, Chris Bridges and Tyrese Gibson bringing what intentional humor there is in the screenplay by Chris Morgan, though there is a lot more unintentional humor, along with Vin Diesel, Paul Walker, Jordana Brewster, Sung Kang and the rest of the actors."", """", ""Justin Lin directed the film, with a lot of help from special effects, handling cars, airplanes and a tank with the ease of the  director photographer, Stephen F. Windon, going around the world. There are chases in London, among many other major cities, starting with 2 cars twisting and turning down a mountain road in the Canary Islands. In “7” he really should put the bad guys/women in black and the good guys/women in white because there are many hand to hand fight scenes that it is hard to tell who is who, not that it makes a difference. Also there is supposedly a HUGE surprise near the end that really doesn’t surprise anyone as it is sort of just thrown away. I thought the music might be a problem after the pounding beat when the movie started but soon the crashes were too loud and too muchto hear any music."", """", ""Check your logic, and brains, at the door and go see “Fast And Furious 6” for movie magic! Yes they really do walk away without a scratch after crashing into the windshield."" ]",6.0,13.0,6.0,7.0,"(0.1494858906525573, 0.4736490299823633)",0.1494858906525573,0.4736490299823633,inf,0.4736490299823633
194882,mission-impossible---rogue-nation,8,GreatMartin,/user/GreatMartin,"Jul 31, 2015","[ ""From the opening bars of the memorable theme along with Tom Cruise hanging from a plane door taking off “Mission Impossible--Rogue Nation” is a winner. Checking your logic at the theatre door as you must in any action thriller--come on, 6 guys shoot at Cruise and he walks (well runs) away while he gets 4 rounds off and kills 4 guys!--the chases whether by cars, trucks, motorcycles and the numerous fights including fists, thighs, knives along with double crosses and who’s on whose side will hold your interest."", """", ""The story, also the director, by Christopher McQuarrie is sharp, basically straight forward making it easy to follow, and includes all the standard action scenes but done with a bit more than most."", """", ""Tom Cruise delivers with a strong performance physically and emotionally while Rebecca Ferguson as either his friend or his enemy equals Cruise in all the scenes and I don’t think there is a guy reading this who would want to get in a fight with her. Simon Pegg as part of Cruise’s team gets in quite a few funny bits and lines while Jeremy Renner and Ving Rhames as the other members of the team don’t have much to do but impress whenever on screen."", """", ""Alec Baldwin as the head of the CIA, Simon McBurney as a member of the British intelligence group, along with Sean Harris as an impressive villain, along with a more impressive enforcer called The Bone Doctor played by Jens Hulten and various other supporting players add to the texture of the film."", """", ""Yes you might expect Hitchcock to show up, or hear Doris  Day sing “Que Sera, Que Sara”,  in the Vienna State opera House or bump into Humphrey Bogart in Casablanca but there is a good feeling along with the familiarity!"", """", ""“Mission Impossible: Rogue Nation” is about 10 minutes too long and the underwater scene one of many illogical ones but the fact remains this is a fun adventure film that you will readily enjoy sitting back and get lost in what Hollywood does best--entertain!"" ]",0.0,3.0,0.0,3.0,"(0.18636363636363637, 0.473015873015873)",0.1863636363636364,0.473015873015873,inf,0.473015873015873
150,the-midwife,8,GreatMartin,/user/GreatMartin,"Aug  3, 2017","[ ""To see two fine performances, matched by a supporting cast, in itself makes a movie worth seeing and “The Midwife” fits that category which also has a warm, witty screenplay by Martin Provost who also directed."", ""Beatrice (Catherine Deneuve) is the complete opposite of Claire (Catherine Frot) with the latter being a single mother of a son, (Quentin Dolmaire), who is attending medical school, who works the graveyard shift and leads a quiet, organized, vegetarian, unromantic life being concerned mainly with her job as a midwife in a small clinic."", ""Beatrice has indulged herself her whole life flitting all over, never committing to one person or thing, gambling, drinking, mooching off the few friends she has, is constantly pleasure seeking and, thirty or so years ago had been the mistress of Claire’s father."", ""Having recently been diagnosed with a brain tumor and cancer—this film was made way before McClain’s diagnosis—Beatrice comes searching for her ex-lover only to find his daughter who tells her he is dead."", ""The scenes between Claire, the well behaved, proper woman and Beatrice, anything but, are delicious scenes as they give as well as they get. They interact, sharing companionship and when Paul (Olivier Gourmet) enters the film as a potential romantic interest for Claire you can’t wait to see when, if, Beatrice ruins it."", ""With the cancer angle, this could have turned into a soap opera but watching Beatrice ordering wine, eating fatty meat, having dessert and smoking knowing that none are positive in her coming fight with cancer she is so exasperating yet endearing that Clair can’t turn away from her."", ""There is an interesting subplot dealing with Clair’s job and the clinic she works in has to close because the job of a midwife is fading in place of what is called ‘baby technicians’ plus her son is not only thinking of quitting medical school but his girlfriend is pregnant. No, not a soap opera, but things that can happen in life to make/help people change."", ""In regards to this, it is great seeing a film—usually French—is not shy about showing a baby actually being born or a mother openly nursing her baby without hiding her breast."", ""“The Midwife” is the wonder of watching two women bring magic to the screen in a delightful, warm, absorbing and winning story about relationships and how opposites can help each other."" ]",1.0,1.0,1.0,0.0,"(0.18896367859782492, 0.4727985429204941)",0.18896367859782487,0.4727985429204941,inf,0.4727985429204941
198403,money-monster,8,GreatMartin,/user/GreatMartin,"May 13, 2016","[ ""Walking into a movie house to see a film starring George Clooney and Julia Roberts, directed by Jodie Foster, one is expecting to see a good film and “Money Monster” delivers. It brings nothing new to the movie screen but it holds your interest, is a decent thriller and shows two stars at their best along with a supporting cast doing just that by giving strong support."", """", ""The plot sounds very simple but the financial dealings aren’t! Kyle, played by Jack O’Connell, takes flamboyant TV financial host Lee Gates, played by Clooney, hostage while the latter is doing his live show, which Patty Fenn, played by Julia Roberts, produces and directs. Kyle makes Lee put on a rigged bomb vest and threatens to take his finger off the detonator unless it is explained how he lost all his money on a tip given by Lee on his show, which was blamed on a computer glitch."", """", ""The company is owned by Walt Camby, played by Dominic West, a favorite actor of mine, whose communication director, and his mistress, Diane Lester, played by Caitriona Balfe, is in the dark about many things regarding her boss. Some of the best scenes in the movie are between Balfe and Roberts."", """", ""Christopher Denham as a producer wanna be working with Patty has a role underwritten but played well by him and offering humor. Lenny Venito as the lead cameraman on the show, Condola Rashad as an assistant and Emily Meade as Kyle’s girlfriend all make an impression with their time on screen."", """", ""George Clooney is his familiar, wisecracking, mugging self at the beginning and growing stronger as he tries to bind with Jack O’Connell who delivers a difficult role easily. Through it all Julia Roberts is the focus and main strength of the film."", """", ""The screenplay by Jamie Linden, Alan DiFiore and Jim Kouf keeps the suspense going, gives the actors some funny bits and tries to look at all the aspects of Wall Street and how the financial world works but do their best keeping the dealings between Clooney, Roberts and O’Connell at a high level."", """", ""Though the film was suppose to have been shot in real time, a few scenes, outdoors, had to be fudged here and there. Jody Foster, as the director, keeps the tension going, the actors moving briskly and efficiently entertains. Though anything you can say about a thriller will be a spoiler Foster only did two things ‘wrong’, one regarding Roberts which is a personal spoiler for me and another regarding giving some information just a beat too soon."", """", ""“Money Monster” delivers any expectations a movie-goer could want and will certainly satisfy fans of Julia Roberts, George Clooney, Jodie Foster and thrillers."" ]",0.0,1.0,0.0,1.0,"(0.19587138667783832, 0.47248149699762615)",0.19587138667783832,0.4724814969976262,inf,0.4724814969976262
190437,ill-see-you-in-my-dreams,7,GreatMartin,/user/GreatMartin,"May 31, 2015","[ ""I don’t know if 2 movies of the same genre are the start of a trend but I hope so. During the second week of May I went to see “Five Flights Up”, a movie about an elderly couple together  for forty years with neither dying of Alzheimer’s or any other ‘old people’ diseases nor were they battling with being an inter-racial couple. They were a pair who made and enjoyed a life together the only trauma being of the old man and their old dog having to climb 5 flights of stairs. The leads were played by Diane Keaton and Morgan Freeman each looking and feeling comfortable in their long term relationship and the audience believed in them."", """", ""This week I saw “I’ll See You In MY Dreams” with Blythe Danner sparkling in her role as an independent woman, a retired school teacher, who, when younger, had dabbled as a band singer, now a widow for 20 years, has a daughter who lives on the other coast and they maintain a mother/daughter relationship and friendship. She lives in her own home having enough money to maintain it along with hiring a pool boy. Her major conflict at this point in life is that she may have to put down her beloved Hazel, a dog, of 12 years. Just watching the light go out of Danner’s blue eyes as the procedure is done is the dramatic moment of the movie though other things do happen."", """", ""Danner plays cards with her girlfriends June Squibb, Rhea Perlman and Mary Kay Place, all who are trying to get her to move into the retirement community where they live. These are women who have adapted to being seniors who can get goofy on medical marijuana, go on a speed dating romp, play golf, talk a little ‘naughty’, drink some, well a lot, of  wine."", """", ""When Mary Kay sees Danner’s pool boy leaving her house early one morning she is not above thinking what most women would think and when a handsome, virile looking, possibly Mr. Right in the form of Sam Elliot shows up in a meet cute scene you think you know where the movie is heading just as you might justifiably think you know what will happen between Danner and the pool boy Martin Starr when they go to a karaoke bar on what might be or not be a date."", """", ""Directed by Brett Haley, who also wrote it along with Marc Basch, this is not a Golden Girls television situation comedy or a cougar and young man story or woman desperate for another man to make their life whole. This is a film, like “5 Flights Up”, that looks at a group of people who have lived most of their life, are near the end,  and still find aspects to explore. Actually along with “Love Is Strange” starring John Lithgow and Alfred Molina, these pictures show professional actors who have always supported others with first class work now doing the same with and for others giving themselves a chance to be the stars they are."", """", ""PS No one ever made scarves look as good as Blythe Danner’s face and eyes do!"" ]",3.0,5.0,3.0,2.0,"(0.1267699794295539, 0.47038162782843634)",0.1267699794295539,0.4703816278284363,inf,0.4703816278284363
37522,emperor,2,GreatMartin,/user/GreatMartin,"Mar  8, 2013","[ ""After Japan surrendered in WW2 General Douglas MacArthur (Tommy Lee Jones) was sent to help rebuild the country and cement better relations among the two nations that fought each other  Along the way he has to find out how involved the Japanese Emperor Hirohito (Takataro Kataoka) has been in the bombing of Pearl Harbor and the actual war. He puts General Bonner Fellers (Matthew Fox) in charge of the investigation, giving him 10 days to investigate and come to the conclusion whether the Emperor should be held for war crimes and possibly executed."", """", ""In “Emporer” we find a country in ruin except for the royal palaces of the ruler which has maintained its splendor but it is never explained how, which would have made for  a more interesting story. Instead we have a mostly fictionalized story of General Fellers and a Japanese woman before the  war and his search for her afterwards."", """", ""There are some examples of the different ways the two countries, and the people who lead them, are but not enough not hold the audience’s interest.  There are hints of the politics back in the States and those who want the Emperor executed. There is also reference to  the possibility that MacArthur may run for President."", """", ""Tommy Lee Jones isn’t on screen long enough  but he snaps off his lines so sharply that you wish he had made a longer appearance. Matthew Fox has the longer, starring role but isn’t very commanding in the role of a General and the love story is a complete waste. The screenplay by David KLass and Vera Blasi is far from interesting or even suspenseful regarding what will be the final report on the Emperor. The direction by Peter Weber just sits there."", """", ""For whatever reason all I could think of was the Marlon Brando movie “Saynora” which would be worth more of your time."" ]",0.0,1.0,0.0,1.0,"(0.13448275862068965, 0.4698275862068966)",0.13448275862068965,0.4698275862068966,inf,0.4698275862068966
186443,the-amazing-spider-man-2,3,GreatMartin,/user/GreatMartin,"May  2, 2014","[ ""Batman is a man and Superman is a man but as portrayed by Andrew Garfield in \""The Amazing Spider-Man 2\"" he is more of a boy who could be graduationg from from high school instead of collage. Emma Stone, younger than Garfield in real life, looks and acts more mature and is certainly prettier than Garfield!"", ""There are a few villains in \""The Amazing Spider-Man 2\"", one or two too many, just as there are too much of everything from web flying to electric charges via Jamie Foxx as Electro to a high police car count of crashes and shootings.."", ""As any super hero movie these days special effects are over done as is glass breaking and the running time.Just cutting back all the hugs Dane DeHaan gives Garfield would shorten the movie.Also we are all of a sudden in the world of Transformers with Paul Giamatti as a mechanical rhino!"", ""This is not one of the better super hero movies and at 2 hours and 22 minutes is way too long"" ]",0.0,8.0,0.0,8.0,"(0.21246031746031743, 0.46934240362811797)",0.21246031746031746,0.46934240362811797,inf,0.46934240362811797
198288,the-meddler,8,GreatMartin,/user/GreatMartin,"May 18, 2016","[ ""There are many reasons to see “The Meddler” and 4 are Susan Sarandon, Sarandon, Susan Sarandon and Susan Sarandon. There is a scene of pure joy when she, playing Marnie, starts laughing out of control with her daughter Lori, played by Rose Byrne. In another scene it seems like she is having an orgasm just eating a poached egg in the center of a slice of fried bread with classical music in the background with each beat timed with a bite and any food lover will identify with that!"", """", ""In a scene with J.K. Simmons, playing would be motorcycle suitor---Wait! As he says “I am a Harley Davidson which is a different thing” --she makes him look better on screen than he ever has."", """", ""And, yes, you can’t take it away from her because when Susan Sarandon appears in that body hugging red dress with a deep V top, nearing 70 in October, she is still one sexy woman."", """", ""The film is not perfect as there is a screenplay by Lorene Scafaria, who also directed, regarding a mother-daughter relationship which strays far afield to the mother paying for a wedding for a Lesbian couple, played by Cecily Strong and Casey Wilson, her going to private sessions with her daughter’s therapist, Amy Landecker, meddling with her daughter’s ex boyfriend, Jason Ritter, and, yes, meddling in the lives of those around her but, in particularly, her daughter’s. She steers a young Black man, Jerrod Carmicheal, who sold her an Iphone in an Apple store, to go back to school and drives him there every night besides buying a set of text books to help him with his exams, not to forget trying to patch up the rift he has with his brother."", """", ""Supported with a star studded cast taking small roles such as Harry Hamlin, Laura San Giacomo, not to forget Michael McKean in a slightly bigger role as another suitor of Marnie’s plus 12 bridesmaids with the flower girl being the child of the Lesbian couple there is no doubt that only Susan Sarandon could be THE STAR of this movie! One minor complaint, very minor, every now and then her Brooklyn accent is jarring."", """", ""“The Meddler” is a movie worth seeing if only for the ‘loving to eat egg and bread’ scene, the red dress scene and every other scene Sarandon is in!"" ]",0.0,0.0,0.0,0.0,"(0.11644903273809525, 0.4690625)",0.11644903273809525,0.4690625,inf,0.4690625
